trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
26,1.0570321523412782,0.9406778509276962,0.33215677016369377,0.6705,9.48,-27.93,76.47,0
27,0.9063868614400705,0.9768244615992415,0.08348645995385195,0.6504,8.1,-27.31,62.99,0
28,0.5227120731338605,0.1080574329307701,0.36117967529822514,0.5517,4.11,-14.26,28.73,0
29,0.9618772302513874,0.19352613484032213,0.25052238755168177,0.5345,5.74,-18.28,41.89,0
30,0.6523121027131684,0.8355844500932832,0.22307813778701535,0.6959,7.14,-21.06,54.14,0
31,0.8810212260964825,0.3618145069774518,0.31514129655944423,0.5994,6.42,-18.47,47.71,0
32,0.8618126105533904,0.1051799031793212,0.05900295106025766,0.4664,4.25,-17.33,29.8,0
33,1.4618976645495145,1.0902968288491284,0.3498535669053748,0.6459,11.42,-35.21,96.94,0
34,0.7658699614595196,1.1630116528172687,0.3893754519828973,0.7084,9.48,-25.96,76.44,0
35,1.2168901891589956,0.5392338025725464,0.1361207809225795,0.5681,7.61,-26.73,58.42,0
36,0.5963909621534993,1.08312287585261,0.22788814491680554,0.7018,7.89,-23.23,61.01,0
37,0.7023633647952303,0.367147948980783,0.289609784470948,0.6253,5.68,-15.7,41.39,0
38,0.6767727829392317,1.0279371409108506,0.37925976491760505,0.7091,8.58,-23.02,67.5,0
39,1.2194629559509367,0.5185116477301245,0.3136544203512216,0.592,8.23,-25.68,64.16,0
40,1.0840979689127357,0.779815921865784,0.042222160569944545,0.6004,7.77,-27.88,59.91,0
41,0.9158074021706096,0.049937008634270974,0.24699540962225947,0.49,4.93,-17.56,35.25,0
42,0.8298612123327853,0.17342902663925627,0.05170148386127582,0.4921,4.4,-16.88,30.99,0
43,1.087644572177712,0.20471156224426332,0.4625600591883986,0.5475,6.97,-21.73,52.61,0
44,1.0810611397003949,0.41624376544180447,0.2954577457407084,0.5849,7.28,-22.45,55.32,0
45,0.5228038710296975,1.1502710558897344,0.24115171847145012,0.7003,7.89,-22.88,60.98,0
46,1.2827352272502863,0.09927599990692627,0.24332916541908017,0.4826,6.34,-24.46,47.0,0
47,0.9907069943545209,1.1253917459699794,0.2858640261880377,0.6854,9.79,-29.29,79.61,0
48,0.9734894010569538,0.32037079571027227,0.1657844986712761,0.5536,6.0,-20.28,44.11,0
49,1.0206724024715377,0.526693752366056,0.010806039940165213,0.5556,6.39,-24.21,47.5,0
50,1.3262919241943578,1.07539292620772,0.07012454449930539,0.6165,9.83,-34.41,80.02,0
51,1.0540361435390495,0.13029088936253225,0.33612004651990585,0.5192,6.09,-19.53,44.88,0
52,0.7812337838390083,0.7913071616302821,0.3634973071434413,0.6883,8.0,-21.82,62.01,0
53,1.268647491917657,0.12928913514707588,0.45800592256880396,0.5172,7.2,-23.22,54.66,0
54,0.7302139908948808,0.04489506741141573,0.2774262346957417,0.5064,4.35,-14.19,30.58,0
55,0.8709222838624388,0.9957476917588958,0.4041257360321509,0.6964,9.29,-25.45,74.56,0
56,0.8171388928227153,1.1434792740836939,0.1454589190700593,0.6788,8.66,-27.65,68.35,0
57,1.0150571292317145,0.3071581086811233,0.46802178502448166,0.5789,7.2,-21.21,54.59,0
